instant,dteday,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_mul_atemp,hum_mul_windspeed,temp_div_atemp,temp_mul_temp,weathersit_div_temp,season_1,season_2,season_3,season_4,yr_0,yr_1,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,holiday_0,holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3
94,2011-04-04,0.573333,0.542929,0.42625,0.385571,734,2381,3115,0.294771899041,0.16434963875,1.055999955795325,0.328710728889,1.7441870605738725,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
95,2011-04-05,0.414167,0.39835,0.642083,0.388067,167,1628,1795,0.15868272249999998,0.249171223561,1.0397062884398143,0.171534303889,4.828969956563415,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
96,2011-04-06,0.390833,0.387608,0.470833,0.263063,413,2395,2808,0.150239961664,0.123858741479,1.0083202617077047,0.15275043388899998,2.5586375766631786,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
97,2011-04-07,0.4375,0.433696,0.602917,0.16231199999999998,571,2570,3141,0.18809222041600002,0.097860664104,1.008771120785066,0.19140625,2.2857142857142856,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
98,2011-04-08,0.335833,0.324479,0.83625,0.226992,172,1299,1471,0.10528662144100001,0.18982206000000001,1.0349914786473084,0.112783803889,5.9553408986013885,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
99,2011-04-09,0.3425,0.34152899999999997,0.8775,0.13308299999999998,879,1576,2455,0.11664205784099999,0.11678033249999997,1.002843096779483,0.11730625000000001,5.839416058394161,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
100,2011-04-10,0.426667,0.426737,0.8575,0.146767,1188,1707,2895,0.18210446716899997,0.12585270250000002,0.9998359645402204,0.18204472888900003,4.687496337893486,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
101,2011-04-11,0.5956520000000001,0.565217,0.716956,0.324474,855,2493,3348,0.31947025708899995,0.232633581144,1.0538465757399373,0.3548013051040001,3.3576652139168504,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
102,2011-04-12,0.5025,0.493054,0.739167,0.274879,257,1777,2034,0.243102246916,0.203181485793,1.0191581449496403,0.25250624999999993,3.9800995024875627,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
103,2011-04-13,0.4125,0.417283,0.819167,0.25061700000000003,209,1953,2162,0.174125102089,0.20529717603900002,0.9885377549528737,0.17015624999999998,4.848484848484849,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
104,2011-04-14,0.4675,0.462742,0.540417,0.1107,529,2738,3267,0.214130158564,0.059824161900000006,1.0102821874824417,0.21855625000000004,2.13903743315508,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
105,2011-04-15,0.446667,0.441913,0.67125,0.226375,642,2484,3126,0.195287099569,0.15195421875,1.010757773588919,0.19951140888899999,2.2388042993997765,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
106,2011-04-16,0.43083299999999997,0.425492,0.888333,0.340808,121,674,795,0.18104344206399997,0.302750993064,1.0125525274270726,0.18561707388899998,6.963254903872267,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
107,2011-04-17,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,0.19864492441599998,0.145551522168,1.0246154329408386,0.208544748889,2.189779423518669,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
108,2011-04-18,0.5125,0.503146,0.5425,0.16356700000000002,669,2760,3429,0.25315589731599997,0.08873509750000001,1.0185910252690074,0.26265625,1.9512195121951221,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
109,2011-04-19,0.505833,0.48925799999999997,0.665833,0.157971,409,2795,3204,0.23937339056399998,0.10518230484300001,1.0338778313282562,0.25586702388899996,3.9538741046946324,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
110,2011-04-20,0.595,0.564392,0.614167,0.241925,613,3331,3944,0.31853832966400003,0.148582351475,1.0542318105146777,0.354025,1.680672268907563,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
111,2011-04-21,0.459167,0.453892,0.407083,0.325258,745,3444,4189,0.20601794766400003,0.132407002414,1.0116217073665101,0.210834333889,2.177856858180139,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
112,2011-04-22,0.336667,0.321954,0.729583,0.219521,177,1506,1683,0.103654378116,0.160158789743,1.0456990750231399,0.113344668889,5.940588177635468,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
113,2011-04-23,0.46,0.450121,0.887917,0.230725,1462,2574,4036,0.202608914641,0.204864649825,1.0219474319127524,0.2116,4.3478260869565215,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
114,2011-04-24,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,0.304442408169,0.155821831775,1.0541971824859586,0.338336498889,3.438393445046736,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
115,2011-04-25,0.606667,0.5745,0.776667,0.185333,773,3300,4073,0.33005025,0.143942025111,1.0559912967798084,0.36804484888899996,1.6483507426644273,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
116,2011-04-26,0.631667,0.594083,0.729167,0.3265,678,3722,4400,0.352934610889,0.2380730255,1.0632638873692732,0.399003198889,1.583112621048749,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
117,2011-04-27,0.62,0.575142,0.835417,0.3122,547,3325,3872,0.33078832016400006,0.2608171874,1.0779946517555663,0.3844,3.2258064516129035,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
118,2011-04-28,0.6175,0.578929,0.700833,0.32090799999999997,569,3489,4058,0.33515878704100005,0.224902916364,1.066624750185256,0.38130625000000007,3.2388663967611335,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
119,2011-04-29,0.51,0.497463,0.457083,0.240063,878,3717,4595,0.24746943636899998,0.109728716229,1.0252018743102502,0.2601,1.9607843137254901,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
120,2011-04-30,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,0.215315488441,0.118321004975,1.0182728798912117,0.22325625,2.1164021164021167,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
121,2011-05-01,0.451667,0.448204,0.762083,0.10635399999999999,1138,2213,3351,0.200886825616,0.08105057538199999,1.0077263924462967,0.204003078889,4.428041012515858,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
122,2011-05-02,0.549167,0.532833,0.73,0.183454,847,3554,4401,0.283911005889,0.13392142,1.0306550082295953,0.30158439388899994,3.641879428297768,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
123,2011-05-03,0.616667,0.582079,0.697083,0.342667,603,3848,4451,0.338815962241,0.238867340361,1.059421487461324,0.38027818888899995,3.2432414901397353,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
124,2011-05-04,0.414167,0.40465,0.737083,0.328996,255,2378,2633,0.16374162250000002,0.242497358668,1.0235190905720994,0.171534303889,4.828969956563415,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
125,2011-05-05,0.459167,0.441917,0.44416700000000003,0.295392,614,3819,4433,0.195290634889,0.13120337846400001,1.0390344793253032,0.210834333889,2.177856858180139,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
126,2011-05-06,0.479167,0.474117,0.59,0.228246,894,3714,4608,0.22478692968900002,0.13466514,1.0106513793008898,0.229601013889,2.086955069944299,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
127,2011-05-07,0.52,0.512621,0.54125,0.16045,1612,3102,4714,0.262780289641,0.08684356250000001,1.0143946502386754,0.27040000000000003,1.923076923076923,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
128,2011-05-08,0.5283329999999999,0.518933,0.631667,0.0746375,1401,2932,4333,0.269291458489,0.047146045712499994,1.0181140917999048,0.27913575888899994,1.8927456736565766,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
129,2011-05-09,0.5325,0.525246,0.58875,0.17600000000000002,664,3698,4362,0.275883360516,0.10362,1.0138106715710353,0.28355624999999995,1.8779342723004695,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
130,2011-05-10,0.5325,0.522721,0.489167,0.11567100000000001,694,4109,4803,0.273237243841,0.05658243605700001,1.018707876668433,0.28355624999999995,1.8779342723004695,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
131,2011-05-11,0.5425,0.5284,0.632917,0.12064200000000001,550,3632,4182,0.27920656,0.076356372714,1.0266843300529902,0.29430625,1.8433179723502304,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
132,2011-05-12,0.535,0.523363,0.7475,0.189667,695,4169,4864,0.27390882976900005,0.1417760825,1.0222350452745035,0.286225,1.8691588785046729,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
133,2011-05-13,0.5125,0.4943,0.863333,0.179725,692,3413,4105,0.24433249,0.155162523425,1.0368197450940724,0.26265625,3.9024390243902443,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
134,2011-05-14,0.520833,0.500629,0.9225,0.13495,902,2507,3409,0.250629395641,0.12449137499999999,1.0403572306039004,0.271267013889,3.8400024576015728,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
135,2011-05-15,0.5625,0.536,0.867083,0.152979,1582,2971,4553,0.28729600000000005,0.132645490257,1.0494402985074627,0.31640625,3.5555555555555554,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
136,2011-05-16,0.5775,0.550512,0.787917,0.126871,773,3185,3958,0.303063462144,0.09996381770700001,1.0490234545296016,0.33350625,1.7316017316017316,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
137,2011-05-17,0.561667,0.538529,0.837917,0.277354,678,3445,4123,0.29001348384100006,0.232399631618,1.0429651885042401,0.31546981888900005,3.5608287472826423,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
138,2011-05-18,0.55,0.527158,0.87,0.201492,536,3319,3855,0.27789555696400003,0.17529804000000002,1.0433304625937576,0.30250000000000005,3.6363636363636362,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
139,2011-05-19,0.530833,0.510742,0.829583,0.10821300000000002,735,3840,4575,0.26085739056400004,0.08977166517900001,1.0393368863340002,0.281783673889,3.767663276397662,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
140,2011-05-20,0.536667,0.529042,0.719583,0.125013,909,4008,4917,0.279885437764,0.089957229579,1.0144128443488418,0.28801146888900003,1.8633528799050436,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
141,2011-05-21,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,0.32715540062500004,0.07560737355,1.0533677171205036,0.36300625000000003,1.6597510373443982,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
142,2011-05-22,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,0.33005025,0.110944280664,1.0516396866840731,0.36501776388900004,1.655171500595034,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
143,2011-05-23,0.631667,0.590296,0.81,0.233842,836,3438,4274,0.34844936761600004,0.18941202000000001,1.0700851776058111,0.399003198889,3.166225242097498,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
144,2011-05-24,0.66,0.604813,0.740833,0.207092,659,3833,4492,0.36579876496900005,0.153420587636,1.0912463852463488,0.43560000000000004,3.0303030303030303,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
145,2011-05-25,0.660833,0.615542,0.69625,0.15423299999999998,740,4238,4978,0.37889195376400003,0.10738472624999999,1.0735790571561323,0.436700253889,1.5132416208028352,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
146,2011-05-26,0.708333,0.654688,0.6775,0.19964200000000001,758,3919,4677,0.42861637734400004,0.135257455,1.0819397942225915,0.501735638889,1.4117653702425272,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
147,2011-05-27,0.681667,0.637008,0.65375,0.240679,871,3808,4679,0.40577919206400004,0.15734389625,1.070107439780976,0.464669898889,1.4669919476811992,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
148,2011-05-28,0.655833,0.612379,0.729583,0.23009200000000002,2001,2757,4758,0.375008039641,0.16787121163600002,1.070959324209354,0.430116923889,1.5247784115773375,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
149,2011-05-29,0.6675,0.61555,0.81875,0.21393800000000002,2355,2433,4788,0.37890180250000005,0.1751617375,1.0843960685565752,0.44555625,1.4981273408239701,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
150,2011-05-30,0.733333,0.671092,0.685,0.131225,1549,2549,4098,0.450364472464,0.08988912500000001,1.0927458530276029,0.537777288889,1.3636369834713562,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
151,2011-05-31,0.775,0.725383,0.636667,0.111329,673,3309,3982,0.526180496689,0.070879500443,1.0684011067256884,0.6006250000000001,1.2903225806451613,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
152,2011-06-01,0.764167,0.720967,0.677083,0.207092,513,3461,3974,0.519793415089,0.14021847263599999,1.059919524749399,0.583951203889,2.617228956497729,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
153,2011-06-02,0.715,0.643942,0.305,0.29228699999999996,736,4232,4968,0.41466129936400004,0.08914753499999999,1.1103484475309888,0.5112249999999999,1.3986013986013988,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
154,2011-06-03,0.62,0.587133,0.354167,0.253121,898,4414,5312,0.344725159689,0.08964710520699999,1.0559787986708293,0.3844,1.6129032258064517,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
155,2011-06-04,0.635,0.594696,0.45625,0.123142,1869,3473,5342,0.353663332416,0.0561835375,1.0677724417181216,0.403225,1.574803149606299,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
156,2011-06-05,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0.380447174416,0.09049653,1.0511167242754587,0.4203356788890001,3.084834490917476,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
157,2011-06-06,0.678333,0.621858,0.6,0.121896,673,3875,4548,0.38670737216400003,0.0731376,1.0908165529751164,0.46013565888899993,1.474202198625159,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
158,2011-06-07,0.7075,0.65595,0.597917,0.187808,763,4070,4833,0.43027040250000004,0.11229359593600001,1.0785883070355973,0.50055625,1.4134275618374559,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
159,2011-06-08,0.775833,0.727279,0.6220829999999999,0.136817,676,3725,4401,0.528934743841,0.085111529811,1.0667611741848726,0.601916843889,1.2889371810686063,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
160,2011-06-09,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0.573925941241,0.08518345503899999,1.0669949932614289,0.653402238889,2.474227824423845,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
161,2011-06-10,0.755,0.703292,0.605,0.14055399999999998,815,3771,4586,0.49461963726400004,0.08503517,1.073522804183753,0.570025,1.3245033112582782,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
162,2011-06-11,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0.45973552944400004,0.10136217755,1.0692616048068102,0.525625,1.3793103448275863,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
163,2011-06-12,0.6925,0.643325,0.747917,0.16356700000000002,1467,2993,4460,0.41386705562500004,0.12233453993900002,1.0764388139742742,0.47955625,1.444043321299639,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
164,2011-06-13,0.635,0.601654,0.494583,0.30535,863,4157,5020,0.361987535716,0.15102091905,1.0554238814999983,0.403225,1.574803149606299,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
165,2011-06-14,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0.34992667011600004,0.136548831489,1.0213356188698766,0.36501776388900004,1.655171500595034,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
166,2011-06-15,0.626667,0.587754,0.471667,0.16791199999999998,769,4411,5180,0.345454764516,0.07919854930399998,1.0662062699700894,0.39271152888899996,1.5957438320511532,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
167,2011-06-16,0.628333,0.595346,0.688333,0.20647100000000002,545,3222,3767,0.35443685971600003,0.142120802843,1.055408115616801,0.39480235888900006,3.1830255612867697,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
168,2011-06-17,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0.360459746689,0.10524545815699998,1.081254799019959,0.4214177938890001,1.5404356660150622,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
169,2011-06-18,0.696667,0.643954,0.670417,0.11940799999999999,1807,3312,5119,0.414676754116,0.08005315313599999,1.081858331495728,0.48534490888900006,1.4354060117674583,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
170,2011-06-19,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0.41711705571600005,0.068000034,1.082559929147196,0.48883449388899997,2.8605469079633337,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
171,2011-06-20,0.635,0.595346,0.74625,0.155475,699,3311,4010,0.35443685971600003,0.11602321874999999,1.0666066455472951,0.403225,3.149606299212598,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
172,2011-06-21,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0.40659242131600004,0.131760567425,1.0677288025017015,0.463533573889,2.937577937614657,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
173,2011-06-22,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0.48139868124100005,0.121875365,1.0569362191548637,0.537777288889,1.3636369834713562,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
174,2011-06-23,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0.48140423188900006,0.167958733732,1.049723780794514,0.530468958889,2.7459966800900135,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
175,2011-06-24,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0.431101235889,0.127294259325,1.102932911756777,0.524417843889,1.3808969478034763,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
176,2011-06-25,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0.41385161596900005,0.10129258014300001,1.0803450264490224,0.4830249999999999,1.4388489208633095,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
177,2011-06-26,0.68,0.637629,0.513333,0.09453330000000001,1920,3385,5305,0.406570741641,0.048527062488900014,1.0664508671970692,0.4624000000000001,1.4705882352941175,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
178,2011-06-27,0.6825,0.637004,0.658333,0.10758800000000002,854,3854,4708,0.405774096016,0.07082873080400001,1.0714218435049072,0.46580625,2.93040293040293,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
179,2011-06-28,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0.479636583364,0.091499517261,1.0745193904337254,0.553784523889,1.343784392481795,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
180,2011-06-29,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0.42861637734400004,0.13036512685700002,1.112488696906007,0.530468958889,1.3729983400450068,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
181,2011-06-30,0.696667,0.637008,0.434167,0.18531199999999998,1027,4488,5515,0.40577919206400004,0.080456355104,1.0936550247406627,0.48534490888900006,1.4354060117674583,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
182,2011-07-01,0.7225,0.652162,0.39625,0.10260799999999999,1246,4116,5362,0.425315274244,0.040658419999999994,1.1078535701252143,0.52200625,1.3840830449826989,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
183,2011-07-02,0.738333,0.667308,0.444583,0.11506199999999998,2204,2915,5119,0.44529996686400003,0.051154609145999994,1.1064351094247333,0.545135618889,1.3544024173374345,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
184,2011-07-03,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0.44699253062500005,0.156195585,1.0719320943798378,0.513611588889,2.7906963764202897,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
185,2011-07-04,0.726667,0.665417,0.637917,0.08147919999999999,3065,2978,6043,0.442779783889,0.05197696682639999,1.0920475431195775,0.5280449288889999,2.752292315462241,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
186,2011-07-05,0.746667,0.696338,0.590417,0.12625799999999998,1031,3634,4665,0.48488661024400004,0.07454486958599998,1.072276681726403,0.557511608889,1.339285116390573,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
187,2011-07-06,0.72,0.685633,0.743333,0.149883,784,3845,4629,0.47009261068900005,0.11141298003899999,1.0501244835064822,0.5184,1.3888888888888888,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
188,2011-07-07,0.75,0.686871,0.65125,0.1592,754,3838,4592,0.47179177064100003,0.10367900000000001,1.0919080875448228,0.5625,1.3333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
189,2011-07-08,0.709167,0.6704829999999999,0.757917,0.225129,692,3348,4040,0.4495474532889999,0.170629096293,1.0576957208460172,0.502917833889,2.8202101902654806,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
